t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,Tc,Vpz,Vms,gamma_dot,tau,mu_en_bal,mu_current_relation
1507720740.08,231.142,9994.37,236.683,235.007,237.293,244.747,2.584,0.006,3.60144316679e-05,0.0709677419355,0.531828408002,2248.25614215,773.648637387,9.7328144574e-08,0.344110541002
1507720740.09,231.142,9994.37,236.683,235.007,229.137,228.697,2.606,0.0,3.62602438788e-05,0.0,0.533391246449,2236.56529113,778.929083952,9.86886662678e-08,0.348270219091
1507720740.1,231.142,9994.37,227.757,229.417,229.137,228.697,2.555,0.052,3.65123740582e-05,0.141935483871,0.535011150257,2224.81588907,784.34525077,1.00090214966e-07,0.352543891216
1507720740.12,231.142,9994.37,227.757,229.417,229.137,228.697,2.561,0.0,3.67711163822e-05,0.0,0.536686840524,2213.02086153,789.90345722,1.01532650115e-07,0.356934483063
1507720740.13,237.117,9994.37,227.757,229.417,229.137,228.697,2.535,0.048,3.70368064929e-05,0.116129032258,0.538416998725,2201.19252123,795.610913442,1.0301583195e-07,0.361445400967
1507720740.14,1199.035,165.346,225.634,229.417,229.137,220.617,2.558,0.023,3.73097618892e-05,0.0645161290323,0.540200263448,2189.34255889,801.474439831,1.04539611715e-07,0.366079961574
1507720740.17,1199.035,165.346,225.634,225.465,229.137,220.617,2.565,0.0,3.7590259908e-05,0.0,0.542035226788,2177.48199329,807.499994031,1.06103831579e-07,0.370841181015
1507720740.19,1199.035,165.346,225.634,225.465,229.137,220.617,2.552,0.055,3.78785522266e-05,0.151612903226,0.543920430716,2165.62109387,813.692982483,1.07708333964e-07,0.375731925029
1507720740.2,1199.035,165.346,225.634,225.465,229.137,220.617,2.552,0.0,3.81748795548e-05,0.0,0.545854364726,2153.7693307,820.058576028,1.09352969845e-07,0.380755062457
1507720740.21,1199.035,165.346,225.634,225.465,229.137,220.617,2.552,0.042,3.84794644961e-05,0.103225806452,0.547835463784,2141.93536549,826.601556547,1.11037600314e-07,0.385913398633
1507720740.22,1199.035,165.346,225.634,225.465,111.676,220.617,2.568,0.0,3.87925039508e-05,0.0806451612903,0.549862104968,2130.12705613,833.326153781,1.12762096831e-07,0.391209600096
1507720740.23,1199.035,176.491,221.18,225.465,111.676,226.664,2.571,0.0,3.91141833258e-05,0.0,0.551932604076,2118.35146071,840.236350572,1.14526345694e-07,0.396646338511
1507720740.24,190.102,176.491,221.18,218.777,111.676,226.664,2.558,0.058,3.94447014792e-05,0.141935483871,0.554045212881,2106.61483968,847.336418716,1.16330255457e-07,0.402226549797
1507720740.26,190.102,176.491,221.18,218.777,111.676,226.664,2.552,0.0,3.97842768639e-05,0.0,0.556198118921,2094.92265363,854.631050937,1.18173762804e-07,0.407953510579
1507720740.27,190.102,176.491,221.18,218.777,111.676,226.664,2.542,0.055,4.01331248663e-05,0.145161290323,0.558389453015,2083.2795585,862.124874085,1.20056835802e-07,0.413830621324
1507720740.28,190.102,176.491,221.18,218.777,111.676,226.664,2.6,0.0,4.04914393595e-05,0.00322580645161,0.560617301299,2071.68940403,869.822052871,1.21979479007e-07,0.419861225905
1507720740.29,190.102,176.491,221.18,218.777,219.273,226.664,2.548,0.019,4.08594138091e-05,0.041935483871,0.562879714679,2060.15523696,877.72674325,1.2394174554e-07,0.426048837245
1507720740.3,190.102,176.491,218.178,218.777,219.273,219.109,2.526,0.019,4.12372594498e-05,0.0903225806452,0.56517471889,2048.67930632,885.843482889,1.25943749599e-07,0.432397340158
1507720740.31,216.983,218.407,218.178,218.755,219.273,219.109,2.59,0.0,4.1625174444e-05,0.0,0.567500327112,2037.26306908,894.176528636,1.27985670862e-07,0.438910684737
1507720740.32,62477.219,218.407,218.178,218.755,219.273,219.109,2.574,0.055,4.2023332061e-05,0.148387096774,0.569854550631,2025.90729168,902.7296026,1.30067750222e-07,0.44559275062
1507720740.34,62477.219,218.407,218.178,218.755,219.273,219.109,2.506,0.0,4.24319096001e-05,0.0,0.57223540434,2014.61243931,911.506513461,1.32190253821e-07,0.452447575363
1507720740.35,62477.219,218.407,218.178,218.755,219.273,219.109,2.545,0.042,4.28510633198e-05,0.103225806452,0.574640904883,2003.37925674,920.5106179,1.34353392859e-07,0.459478960263
1507720740.36,62477.219,218.407,218.178,218.755,214.494,219.109,2.552,0.006,4.32808641756e-05,0.0709677419355,0.577069064592,1992.2091569,929.743440162,1.36557249872e-07,0.46668967309
1507720740.37,62477.219,218.407,214.543,218.755,214.494,214.311,2.581,0.0,4.37212986533e-05,0.0,0.579517886654,1981.10432129,939.204689939,1.38801750871e-07,0.474081389781
1507720740.38,62477.219,218.407,214.543,214.666,214.494,214.311,2.529,0.055,4.41723196984e-05,0.135483870968,0.581985361883,1970.06770435,948.893356421,1.41086659799e-07,0.481655201152
1507720740.4,45327.493,218.407,214.543,214.666,214.494,214.311,2.516,0.0,4.46338518663e-05,0.0,0.584469466438,1959.10301129,958.807818936,1.43411566937e-07,0.489411640638
1507720740.41,58146.543,176.741,214.543,214.666,214.494,214.311,2.532,0.045,4.51057320377e-05,0.0967741935484,0.586968160521,1948.2146164,968.944573417,1.45775871572e-07,0.497350017427
1507720740.42,59521.816,176.741,214.543,214.666,214.494,214.311,2.561,0.016,4.5587666176e-05,0.103225806452,0.58947938673,1937.40748957,979.297303481,1.48178766441e-07,0.505467904276
1507720740.43,59521.816,176.741,214.543,214.666,216.45,216.907,2.581,0.0,4.60792629333e-05,0.0,0.592001066151,1926.68722163,989.857602333,1.50619223675e-07,0.513761440476
1507720740.45,59521.816,176.741,216.284,216.27,216.45,216.907,2.606,0.058,4.65801204724e-05,0.141935483871,0.594531091842,1916.06009375,1000.61683786,1.53095984887e-07,0.522226229293
1507720740.46,59521.816,176.741,216.284,216.27,216.45,216.907,2.552,0.0,4.70899048947e-05,0.0,0.597067321988,1905.53310993,1011.56783737,1.55607554777e-07,0.530858179321
1507720740.47,59521.816,176.741,216.284,216.27,216.45,216.907,2.548,0.029,4.76083605016e-05,0.0709677419355,0.599607575004,1895.11400345,1022.70510805,1.58152183322e-07,0.539653607218
1507720740.48,59521.816,176.741,216.284,216.27,216.45,216.907,2.513,0.013,4.81352426915e-05,0.0677419354839,0.602149626576,1884.8112411,1034.02339545,1.60727829239e-07,0.548608461636
1507720740.49,59521.816,176.741,216.284,216.27,216.45,216.907,2.594,0.0,4.86702458437e-05,0.0,0.604691207027,1874.63402732,1045.51613435,1.63332120176e-07,0.55771746331
1507720740.5,59521.816,176.741,216.284,216.27,212.149,216.907,2.529,0.045,4.92129976965e-05,0.125806451613,0.607229998359,1864.59230832,1057.17532796,1.65962327538e-07,0.566973983128
1507720740.52,183.401,149.484,213.268,216.27,212.149,212.272,2.532,0.0,4.97630815399e-05,0.0,0.60976363194,1854.69668456,1068.99202466,1.68615364796e-07,0.576370267741
1507720740.53,183.401,149.484,213.268,209.899,212.149,212.272,2.555,0.061,5.032001855e-05,0.154838709677,0.612289689438,1844.95804858,1080.95593854,1.71287829755e-07,0.585897299599
1507720740.54,183.401,149.484,213.268,209.899,212.149,212.272,2.539,0.0,5.08832446859e-05,0.0,0.614805711835,1835.38703966,1093.05495308,1.73976090841e-07,0.595544661408
1507720740.55,183.401,149.484,213.268,209.899,212.149,212.272,2.577,0.035,5.14521250876e-05,0.0838709677419,0.617309214561,1825.99368144,1105.27543046,1.76676363123e-07,0.605300796874
1507720740.56,183.401,149.484,213.268,209.899,212.149,212.272,2.571,0.006,5.20259913003e-05,0.0612903225806,0.61979769841,1816.78729425,1117.60301119,1.7938474546e-07,0.615153471583
1507720740.57,183.401,149.484,213.268,209.899,216.819,212.272,2.503,0.0,5.260416557e-05,0.0,0.622268656595,1807.77649878,1130.02313599,1.8209723898e-07,0.625090068794
1507720740.58,183.401,149.484,214.635,209.899,216.819,215.294,2.565,0.042,5.31859311106e-05,0.125806451613,0.624719584712,1798.96921982,1142.52040713,1.84809753306e-07,0.635097251552
1507720740.59,212.6,215.623,214.635,217.209,216.819,215.294,2.558,0.0,5.37704911079e-05,0.0,0.627147990023,1790.37269008,1155.07770776,1.87518110117e-07,0.64516048204
1507720740.61,212.6,215.623,214.635,217.209,216.819,215.294,2.6,0.058,5.43569964462e-05,0.145161290323,0.629551398166,1781.9934544,1167.67679748,1.90218066053e-07,0.655264358351
1507720740.62,212.6,215.623,214.635,217.209,216.819,215.294,2.523,0.0,5.49446052966e-05,0.0,0.63192735862,1773.83737417,1180.29959244,1.9290534638e-07,0.665393349823
1507720740.63,212.6,215.623,214.635,217.209,216.819,215.294,2.539,0.026,5.55324810746e-05,0.0677419354839,0.634273447982,1765.9096313,1192.92812143,1.95575662274e-07,0.675531805416
1507720740.64,212.6,215.623,214.635,217.209,214.026,215.294,2.587,0.01,5.61197420828e-05,0.0677419354839,0.636587277433,1758.21473166,1205.54344418,1.98224716074e-07,0.68566337346
1507720740.65,212.6,215.623,214.638,217.209,214.026,214.282,2.574,0.0,5.67054628679e-05,0.0,0.638866505938,1750.75650817,1218.12568041,2.00848223995e-07,0.69577104225
1507720740.66,212.6,215.623,214.638,215.893,214.026,214.282,2.577,0.052,5.728873288e-05,0.129032258065,0.641108848303,1743.53812389,1230.65527006,2.03441955699e-07,0.705837889748
1507720740.67,212.6,215.623,214.638,215.893,214.026,214.282,2.568,0.0,5.78686909951e-05,0.0,0.643312077786,1736.56207492,1243.11371476,2.06001766496e-07,0.715847554613
1507720740.69,220.569,203.076,214.638,215.893,214.026,214.282,2.558,0.061,5.8444516417e-05,0.148387096774,0.645474033555,1729.83019328,1255.48338249,2.08523618644e-07,0.725784176598
1507720740.7,5300.3,203.076,214.638,215.893,214.026,214.282,2.59,0.0,5.90154113435e-05,0.0,0.647592629811,1723.34365749,1267.74713514,2.11003598794e-07,0.735632228451
1507720740.71,1309.029,203.076,214.638,215.893,222.847,214.282,2.597,0.019,5.95806116827e-05,0.0387096774194,0.649665856599,1717.10302034,1279.88855879,2.13437936836e-07,0.745376685982
1507720740.72,1309.029,203.076,224.035,215.893,222.847,223.448,2.594,0.019,6.01394312137e-05,0.0870967741935,0.651691774496,1711.10823399,1291.89291228,2.15823033596e-07,0.755003620824
1507720740.73,1309.029,203.076,224.035,221.553,222.847,223.448,2.581,0.0,6.0691297082e-05,0.0,0.653668509271,1705.35864702,1303.74788978,2.18155492726e-07,0.76450070609
1507720740.75,1309.029,203.076,224.035,221.553,222.847,223.448,2.587,0.055,6.12357487206e-05,0.145161290323,0.65559424751,1699.85299029,1315.44359756,2.20432143886e-07,0.773857271816
1507720740.76,1309.029,203.076,224.035,221.553,222.847,223.448,2.587,0.0,6.17724223222e-05,0.0,0.657467232259,1694.5893733,1326.97222042,2.22650057837e-07,0.783064169605
1507720740.77,1309.029,203.076,224.035,221.553,222.847,223.448,2.571,0.052,6.23010416904e-05,0.135483870968,0.659285757396,1689.56528641,1338.32782525,2.24806560441e-07,0.79211370878
1507720740.78,1309.029,203.076,224.035,221.553,228.784,229.344,2.545,0.0,6.28213975517e-05,0.0129032258065,0.66104816169,1684.77760301,1349.50591648,2.2689924133e-07,0.800999439969
1507720740.79,176.822,155.828,229.948,231.285,228.784,229.344,2.529,0.01,6.3333292234e-05,0.0290322580645,0.662752826786,1680.22257977,1360.50224782,2.28925951028e-07,0.809715489009
1507720740.8,176.822,155.828,229.948,231.285,228.784,229.344,2.568,0.026,6.38364748149e-05,0.0935483870968,0.664398181359,1675.89585148,1371.31142903,2.30884796373e-07,0.818255757251
1507720740.81,176.822,155.828,229.948,231.285,228.784,229.344,2.571,0.0,6.43306256029e-05,0.0,0.665982706599,1671.79242223,1381.92659262,2.32774152409e-07,0.826613743575
1507720740.82,176.822,155.828,229.948,231.285,228.784,229.344,2.59,0.055,6.48154016916e-05,0.141935483871,0.667504939744,1667.90665991,1392.34037241,2.34592692575e-07,0.834783148165
1507720740.84,176.822,155.828,229.948,231.285,238.88,229.344,2.558,0.0,6.52904893322e-05,0.0,0.66896348275,1664.23229611,1402.54602855,2.36339421087e-07,0.842758569115
1507720740.85,176.822,155.828,239.101,231.285,238.88,239.487,2.587,0.055,6.57556202397e-05,0.148387096774,0.670357017098,1660.76242777,1412.53779785,2.38013693639e-07,0.850535738424
1507720740.86,238.38,241.453,239.101,243.088,238.88,239.487,2.577,0.0,6.62105690191e-05,0.0,0.671684313166,1657.48951906,1422.31083846,2.39615227986e-07,0.858111512685
