t,f_spd0,r_spd0,f_spd1,r_spd1,f_spd2,r_spd2,cra,crb,T,Vpz,Vms,gamma_dot,tau,mu_en_bal,mu_current_relation
1505831798.75,0,0,106.245,105.615,105.831,105.502,2.626,0,15,0,2.271,39.1194825545,17023.8025339,0.0029573243,435.17453254
1505831798.76,0,0,106.245,105.615,105.831,105.502,2.619,0.035,15,0.0806451613,2.271,39.1000039493,17075.3298504,0.0029654513,436.709159226
1505831798.77,0,0,106.245,105.615,105.831,105.502,2.619,0.006,15,0.0612903226,2.284,39.0805637672,17109.3482895,0.0029904873,437.796864739
1505831798.78,0,0,106.245,105.615,105.831,105.502,2.645,0,15,0,2.271,39.0611657049,17174.7831656,0.0029813687,439.689467932
1505831798.79,0,0,106.245,105.615,105.831,105.502,2.626,0.035,15,0.1193548387,2.297,39.0418135219,17190.1174327,0.003023381,440.300177734
1505831798.81,0,0,104.875,105.615,105.965,105.502,2.629,0,15,0,2.284,39.0225110449,17253.1918,0.003013992,442.134330621
1505831798.82,0,0,104.875,106.147,105.965,105.976,2.629,0.058,15,0.1387096774,2.284,39.0032621671,17298.7945222,0.0030216009,443.52173539
1505831798.83,0,0,104.875,106.147,105.965,105.976,2.629,0,15,0,2.271,38.9840708475,17359.5451637,0.0030118559,445.29842026
1505831798.84,0,0,104.875,106.147,105.965,105.976,2.677,0.019,15,0.035483871,2.271,38.9649411215,17402.8423345,0.0030191966,446.628221002
1505831798.87,0,0,104.875,106.147,105.965,105.976,2.635,0,15,0.0258064516,2.271,38.9458771147,17445.0012704,0.0030264247,447.929346129
1505831798.88,0,0,104.875,106.147,105.965,105.976,2.642,0.016,15,0.0129032258,2.258,38.9268830533,17502.3387891,0.0030161753,449.620863944
1505831798.89,0,0,104.875,106.147,105.965,105.976,2.577,0.032,15,0.1129032258,2.271,38.907963271,17525.9517351,0.0030405438,450.446393533
1505831798.91,0,0,104.875,106.147,105.965,105.976,2.59,0,15,0,2.258,38.8891222173,17581.0728539,0.0030299904,452.082018094
1505831798.92,0,0,104.875,106.147,105.965,105.976,2.603,0.048,15,0.1290322581,2.297,38.8703644645,17569.8796511,0.0030891807,452.012217871
1505831798.93,0,0,104.875,106.147,105.965,105.976,2.645,0,15,0.035483871,2.271,38.8516947158,17639.1251124,0.0030608799,454.011729513
1505831798.94,0,0,104.672,106.147,105.965,105.976,2.594,0,15,0,2.284,38.8331178116,17658.3707897,0.0030849912,454.724518268
1505831798.95,0,0,104.672,103.537,103.72,105.976,2.671,0.035,15,0.1129032258,2.271,38.8146387245,17709.1452897,0.0030738697,456.249133616
1505831798.97,0,0,104.672,103.537,103.72,103.671,2.642,0,15,0,2.271,38.7962625132,17742.5349271,0.0030801915,457.325880839
1505831798.98,0,0,104.672,103.537,103.72,103.671,2.61,0.058,15,0.1419354839,2.284,38.7779942395,17758.5422941,0.0031040643,457.954121723
1505831798.99,0,0,104.672,103.537,103.72,103.671,2.677,0,15,0,2.271,38.7598388983,17806.0863709,0.0030924844,459.395262647
1505831799,0,0,104.672,103.537,103.72,103.671,2.642,0.032,15,0.0741935484,2.271,38.7418013923,17836.2552946,0.0030984537,460.387866686
1505831799.01,0,0,104.672,103.537,103.72,103.671,2.642,0.01,15,0.064516129,2.284,38.723886534,17849.0541692,0.0031220741,460.931372515
1505831799.02,0,0,104.672,103.537,103.72,103.671,2.645,0,15,0,2.271,38.7060990525,17893.405217,0.0031100348,462.289035966
1505831799.03,0,0,104.672,103.537,103.72,103.671,2.671,0.042,15,0.1225806452,2.258,38.6884436012,17936.7055877,0.0030978106,463.619208168
1505831799.05,0,0,104.672,103.537,103.72,103.671,2.658,0,15,0,2.271,38.6709247647,17946.3540036,0.0031211364,464.078739073
1505831799.06,0,0,104.672,103.537,103.72,103.671,2.623,0.052,15,0.1387096774,2.271,38.6535470655,17971.2774445,0.0031265071,464.932168167
1505831799.07,0,0,104.672,103.537,103.72,103.671,2.603,0,15,0,2.284,38.6363149716,17978.877921,0.003149685,465.336249955
1505831799.08,0,0,104.672,103.537,103.72,103.671,2.639,0.013,15,0.0322580645,2.297,38.6192329029,17985.4728653,0.0031728018,465.712845992
1505831799.09,0,0,102.507,103.537,103.72,103.671,2.61,0.019,15,0.0967741935,2.271,38.6023052334,18039.9889824,0.0031418994,467.329318114
1505831799.1,0,0,102.507,102.258,102.266,103.671,2.626,0,15,0,2.258,38.5855362716,18077.2150173,0.0031287771,468.49718221
1505831799.12,0,0,102.507,102.258,102.266,102.122,2.577,0.058,15,0.1483870968,2.284,38.5689302081,18064.5487779,0.0031696018,468.370490975
1505831799.13,0,0,102.507,102.258,102.266,102.122,2.681,0,15,0,2.271,38.5524910504,18099.8281839,0.0031562114,469.485309269
1505831799.14,0,0,102.507,102.258,102.266,102.122,2.681,0.042,15,0.0967741935,2.271,38.5362225775,18117.8376862,0.0031607406,470.150847032
1505831799.15,0,0,102.507,102.258,102.266,102.122,2.661,0,15,0.0483870968,2.297,38.520128326,18102.2788734,0.0032013853,469.943368833
1505831799.16,0,0,102.507,102.258,102.266,102.122,2.665,0,15,0,2.284,38.5042115926,18134.6878495,0.003187578,470.979331855
1505831799.17,0,0,102.507,102.258,102.266,102.122,2.645,0.035,15,0.1161290323,2.297,38.4884754412,18133.5511516,0.0032099345,471.142359987
1505831799.19,0,0,102.507,102.258,102.266,102.122,2.639,0,15,0,2.271,38.4729227085,18180.4098958,0.0031776467,472.550786785
1505831799.2,0,0,102.507,102.258,102.266,102.122,2.658,0.058,15,0.1451612903,2.271,38.4575560108,18193.7540887,0.0031815732,473.086591452
1505831799.21,0,0,102.507,102.258,102.266,102.122,2.606,0,15,0,2.297,38.4423777501,18173.6008409,0.00322185,472.749135318
1505831799.22,0,0,102.507,102.258,102.266,102.122,2.61,0.026,15,0.0677419355,2.258,38.4273901201,18234.1041003,0.0031708173,474.508001801
1505831799.23,0,0,102.507,102.258,102.266,102.122,2.658,0.01,15,0.064516129,2.271,38.4125951122,18228.5329456,0.0031926478,474.545728876
1505831799.24,0,0,101.377,102.258,101.478,102.122,2.584,0,15,0,2.284,38.3979945176,18222.1234994,0.0032144033,474.55925051
1505831799.25,0,0,101.377,101.419,101.478,102.122,2.632,0.052,15,0.1290322581,2.271,38.3835899125,18247.5002311,0.0031994533,475.39847817
1505831799.27,0,0,101.377,101.419,101.478,101.401,2.681,0,15,0,2.271,38.3693826291,18255.7601707,0.0032026853,475.789781325
1505831799.28,0,0,101.377,101.419,101.478,101.401,2.652,0.052,15,0.1322580645,2.31,38.3553737242,18214.3055589,0.0032608581,474.88275541
1505831799.29,0,0,101.377,101.419,101.478,101.401,2.632,0,15,0.0064516129,2.271,38.3415639635,18269.8978798,0.0032088124,476.503720538
1505831799.3,0,0,101.377,101.419,101.478,101.401,2.61,0.013,15,0.0322580645,2.271,38.3279538179,18275.8054933,0.0032117097,476.827058918
1505831799.31,0,0,101.377,101.419,101.478,101.401,2.648,0.026,15,0.0838709677,2.271,38.3145434679,18280.9597258,0.0032144979,477.128475799
1505831799.32,0,0,101.377,101.419,101.478,101.401,2.561,0,15,0,2.271,38.3013328088,18285.3751589,0.0032171783,477.408325455
1505831799.34,0,0,101.377,101.419,101.478,101.401,2.645,0.052,15,0.1387096774,2.271,38.288321456,18289.0645578,0.003219752,477.666919373
1505831799.35,0,0,101.377,101.419,101.478,101.401,2.626,0,15,0,2.284,38.2755087502,18275.7331982,0.0032406651,477.478518117
1505831799.36,0,0,101.377,101.419,101.478,101.401,2.616,0.045,15,0.1129032258,2.258,38.2628937631,18310.6109607,0.0032061243,478.547468838
1505831799.37,0,0,101.377,101.419,101.478,101.401,2.697,0,15,0.0322580645,2.271,38.2504753017,18295.8746078,0.0032268419,478.317575495
1505831799.38,0,0,104.088,101.419,101.478,101.401,2.642,0,15,0,2.271,38.2382519203,18296.7539616,0.0032289977,478.493472969
1505831799.39,0,0,104.088,104.357,104.228,101.401,2.629,0.032,15,0.1096774194,2.271,38.2262219634,18296.9542829,0.0032310514,478.649297344
1505831799.41,0,0,104.088,104.357,104.228,104.398,2.606,0,15,0,2.271,38.2143836676,18296.4872432,0.0032330045,478.785354813
1505831799.42,0,0,104.088,104.357,104.228,104.398,2.603,0.058,15,0.1483870968,2.271,38.2027352985,18295.3639163,0.003234858,478.901936558
1505831799.43,0,0,104.088,104.357,104.228,104.398,2.635,0,15,0,2.258,38.1912752557,18309.8987553,0.0032180856,479.426220588
1505831799.44,0,0,104.088,104.357,104.228,104.398,2.661,0.032,15,0.0806451613,2.284,38.180002118,18274.8782826,0.0032568076,478.650530874
1505831799.45,0,0,104.088,104.357,104.228,104.398,2.629,0.01,15,0.0580645161,2.271,38.1689146556,18288.1410983,0.0032398313,479.137048126
1505831799.46,0,0,104.088,104.357,104.228,104.398,2.642,0,15,0,2.271,38.158011834,18284.4738643,0.0032412959,479.177844585
1505831799.47,0,0,104.088,104.357,104.228,104.398,2.648,0.042,15,0.1193548387,2.271,38.1472928187,18280.1900323,0.0032426653,479.200191719
1505831799.49,0,0,104.088,104.357,104.228,104.398,2.619,0,15,0,2.271,38.1367569796,18275.2981955,0.0032439403,479.204306892
1505831799.5,0,0,104.088,104.357,104.228,104.398,2.623,0.048,15,0.1322580645,2.258,38.1264038948,18286.1122693,0.0032265456,479.618070451
1505831799.51,0,0,104.088,104.357,104.228,104.398,2.626,0,15,0.0096774194,2.258,38.1162333557,18280.0298366,0.003227628,479.586470835
1505831799.52,0,0,104.088,104.357,104.228,104.398,2.645,0.016,15,0.0258064516,2.284,38.1062453702,18240.7528303,0.0032657949,478.681451113
1505831799.53,0,0,103.002,104.357,102.875,104.398,2.635,0.019,15,0.0903225806,2.258,38.0964401616,18266.1194226,0.0032295181,479.470505515
1505831799.54,0,0,103.002,102.795,102.875,104.398,2.655,0,15,0,2.258,38.0868181466,18258.3049426,0.003230327,479.386460489
1505831799.56,0,0,103.002,102.795,102.875,102.561,2.648,0.058,15,0.1451612903,2.271,38.077379886,18233.6221042,0.0032496478,478.857057886
1505831799.57,0,0,103.002,102.795,102.875,102.561,2.665,0,15,0,2.258,38.0681260281,18240.9952682,0.0032316749,479.167145099
1505831799.58,0,0,103.002,102.795,102.875,102.561,2.632,0.042,15,0.1032258065,2.271,38.0590572663,18215.2135712,0.0032508244,478.603908754
1505831799.59,0,0,103.002,102.795,102.875,102.561,2.639,0,15,0.0419354839,2.258,38.0501743225,18221.5094702,0.0032326684,478.881103559
1505831799.6,0,0,103.002,102.795,102.875,102.561,2.671,0,15,0,2.258,38.0414779462,18210.979596,0.0032330348,478.713777151
1505831799.61,0,0,103.002,102.795,102.875,102.561,2.632,0.035,15,0.1096774194,2.271,38.0329689184,18183.6373248,0.0032519308,478.101968948
1505831799.63,0,0,103.002,102.795,102.875,102.561,2.642,0,15,0,2.258,38.0246480547,18188.4130133,0.0032335124,478.332185669
1505831799.64,0,0,103.002,102.795,102.875,102.561,2.661,0.055,15,0.1483870968,2.258,38.0165162092,18176.4065486,0.0032336265,478.118680011
1505831799.65,0,0,103.002,102.795,102.875,102.561,2.635,0,15,0,2.284,38.0085742772,18131.3292548,0.0032708937,477.032606449
1505831799.66,0,0,103.002,102.795,102.875,102.561,2.616,0.032,15,0.0774193548,2.258,38.0008231988,18151.0300918,0.0032336126,477.64833927
1505831799.67,0,0,101.98,102.795,102.875,102.561,2.658,0.006,15,0.0580645161,2.258,37.9932639597,18137.6953662,0.0032334879,477.392397386
1505831799.68,0,0,101.98,102.795,101.927,102.561,2.594,0,15,0,2.271,37.9858975826,18107.6479072,0.0032519019,476.693959061
1505831799.7,0,0,101.98,100.932,101.927,102.123,2.613,0.045,15,0.1290322581,2.258,37.978725102,18109.8203416,0.003233011,476.841186558
1505831799.71,0,0,101.98,100.932,101.927,102.123,2.658,0,15,0,2.258,37.9717475231,18095.312475,0.0032326618,476.546739493
1505831799.72,0,0,101.98,100.932,101.927,102.123,2.626,0.052,15,0.135483871,2.271,37.9649657817,18064.1387969,0.0032508496,475.810748805
1505831799.73,0,0,101.98,100.932,101.927,102.123,2.642,0,15,0.0064516129,2.258,37.9583807235,18065.2294468,0.0032317486,475.922025716
1505831799.74,0,0,101.98,100.932,101.927,102.123,2.626,0.016,15,0.035483871,2.245,37.9519931015,18065.9885483,0.0032125844,476.022128798
1505831799.75,0,0,101.98,100.932,101.927,102.123,2.61,0.023,15,0.0870967742,2.258,37.9458035786,18033.820076,0.0032305581,475.252027241
1505831799.76,0,0,101.98,100.932,101.927,102.123,2.658,0,15,0,2.194,37.9398127302,18097.925637,0.0031383161,477.016736106
1505831799.78,0,0,101.98,100.932,101.927,102.123,2.626,0.052,15,0.1387096774,2.245,37.9340210467,18017.5026429,0.0032105102,474.969490335
1505831799.79,0,0,101.98,100.932,101.927,102.123,2.623,0,15,0,2.258,37.9284289356,17984.4646371,0.003228276,474.168457324
1505831799.8,0,0,101.98,100.932,101.927,102.123,2.69,0.045,15,0.1161290323,2.258,37.9230367242,17967.4688646,0.0032273884,473.787713659
1505831799.81,0,0,101.98,100.932,101.927,102.123,2.603,0,15,0.0225806452,2.258,37.9178446617,17950.2242132,0.0032264396,473.397799199
1505831799.82,0,0,101.441,100.932,101.927,102.123,2.61,0.003,15,0.0032258065,2.258,37.9128529198,17932.7455663,0.0032254311,472.999106773
1505831799.83,0,0,101.441,102.087,101.262,102.123,2.639,0.029,15,0.1032258065,2.271,37.9080615916,17898.7421853,0.0032429283,472.161894693
1505831799.85,0,0,101.441,102.087,101.262,101.119,2.639,0,15,0,2.245,37.9034706877,17913.4485084,0.0032046843,472.607077489
1505831799.86,0,0,101.441,102.087,101.262,101.119,2.626,0.048,15,0.1451612903,2.258,37.8990801307,17879.0460183,0.0032220631,471.754088929
1505831799.87,0,0,101.441,102.087,101.262,101.119,2.668,0,15,0,2.258,37.8948897467,17860.7688406,0.0032208309,471.323942622
1505831799.89,0,0,101.441,102.087,101.262,101.119,2.658,0.042,15,0.1290322581,2.245,37.8908992589,17858.6308992,0.0032010105,471.317156586
1505831799.91,0,0,101.441,102.087,101.262,101.119,2.635,0,15,0,2.271,37.8871082864,17807.4266961,0.0032367397,470.012822342
1505831799.92,0,0,101.441,102.087,101.262,101.119,2.629,0.052,15,0.1322580645,2.258,37.8835163466,17805.0047703,0.0032168279,469.993455924
1505831799.94,0,0,101.441,102.087,101.262,101.119,2.61,0.032,15,0.1225806452,2.232,37.880122856,17818.7722359,0.0031783736,470.399008569
1505831799.95,0,0,101.441,102.087,101.262,101.119,2.652,0,15,0,2.232,37.8769271319,17799.8305528,0.0031769158,469.938611724
1505831799.96,0,0,101.441,102.087,101.262,101.119,2.613,0.035,15,0.0838709677,2.245,37.873928394,17764.5015916,0.0031939105,469.043015733
1505831799.97,0,0,102.34,102.087,101.262,101.119,2.658,0.013,15,0.064516129,2.245,37.8711257675,17745.4122317,0.0031923612,468.573665876
1505831799.98,0,0,102.34,102.746,102.394,101.119,2.6,0,15,0,2.232,37.8685182966,17742.5788344,0.0031722966,468.531107963
1505831800,0,0,102.34,102.746,102.394,102.8,2.658,0.048,15,0.135483871,2.245,37.8661049789,17707.1019011,0.0031891486,467.624064079
1505831800.01,0,0,102.34,102.746,102.394,102.8,2.581,0,15,0,2.245,37.863884815,17687.9130167,0.0031874892,467.144697463
1505831800.02,0,0,102.34,102.746,102.394,102.8,2.642,0.052,15,0.1290322581,2.258,37.8618568513,17652.4166473,0.0032042447,466.232195548
1505831800.03,0,0,102.34,102.746,102.394,102.8,2.613,0,15,0.0129032258,2.245,37.8600202008,17649.5422128,0.0031840731,466.178890533
1505831800.04,0,0,102.34,102.746,102.394,102.8,2.626,0.01,15,0.0225806452,2.245,37.8583740477,17630.3864429,0.0031823195,465.693175852
1505831800.05,0,0,102.34,102.746,102.394,102.8,2.613,0.023,15,0.0903225806,2.232,37.8569176481,17627.5712904,0.0031621201,465.636728649
1505831800.07,0,0,102.34,102.746,102.394,102.8,2.61,0,15,0,2.232,37.8556503308,17608.4965291,0.0031603214,465.148435575
1505831800.08,0,0,102.34,102.746,102.394,102.8,2.642,0.052,15,0.1419354839,2.232,37.8545714977,17589.476297,0.0031584967,464.659236682
1505831800.09,0,0,102.34,102.746,102.394,102.8,2.635,0,15,0,2.232,37.8536806242,17570.5184753,0.003156647,464.169353827
1505831800.1,0,0,102.34,102.746,102.394,102.8,2.623,0.045,15,0.1064516129,2.232,37.8529772602,17551.6306599,0.0031547733,463.679000445
